OID_,INSPECTION,DEVELOPMEN,DEVELOPM_1,ADDRESS,CITY,CBSA_NAME,CBSA_CODE,COUNTY_NAM,COUNTY_COD,STATE_NAME,STATE_CODE,ZIPCODE,LATITUDE,LONGITUDE,LOCATION_Q,PHA_CODE,PHA_NAME,INSPECTI_1,INSPECTI_2,NEAR_FID,NEAR_DIST
3732,626681,IA126000001,BELLEVUE/MILES/SABULA,912 E Main St,Manchester, ,99999,Delaware,55,IA,19,52057,42.484239000000002,-91.443817999999993,R,IA126,Eastern Iowa Regional Housing Authority,72,8/21/2018 0:00:00,443953,0.000113550151076
3733,626680,GA009000002,BROOKLYN HOMES,61 Brooklyn Homes,Brunswick,"Brunswick, GA Metropolitan Statistical Area",15260,Glynn,127,GA,13,31520,31.159665000000000,-81.491789999999995,R,GA009,Housing Authority of the City of Brunswick,39,8/21/2018 0:00:00,138553,0.006301123314730
3734,626679,GA165000001,PROJECT UNNAMED,58 Project Cir,Pearson,"Douglas, GA Micropolitan Statistical Area",20060,Atkinson,3,GA,13,31642,31.302341999999999,-82.853418000000005,R,GA165,Housing Authority of the City of Pearson,98,11/27/2018 0:00:00,4514,0.127244949674000
3735,626676,GA081000001,WEST FRANKLIN PLACE,131 Skelton Homes Cir,Hartwell, ,99999,Hart,147,GA,13,30643,34.353243999999997,-82.920867000000001,R,GA081,Housing Authority of the City of Hartwell,62,12/19/2018 0:00:00,136510,0.086658628974500
3736,626675,GA108000033,HILLTOP,522M Lake Dr,Manchester,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Meriwether,199,GA,13,31816,32.860816999999997,-84.572115999999994,4,GA108,Housing Authority of the City of Manchester,95,8/13/2018 0:00:00,5052,0.001980245812810
3737,626674,GA006001020, Villages at Carver Phase V /Carver V,178 Moury Ave SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30315,33.716780999999997,-84.393011999999999,R,GA006,Housing Authority of the City of ATLANTA Georgia,84,8/2/2018 0:00:00,357719,0.001875919408100
3738,626673,GA006000910,"VILLAGE  of CARVER Homes, Phase II",174 Moury Ave SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30315,33.716715999999998,-84.392940999999993,R,GA006,Housing Authority of the City of ATLANTA Georgia,83,8/20/2018 0:00:00,357719,0.001959328248660
3739,626672,GA095000002,SALLIE JONES MORDICUE HOMES,2 Cliff Cir,Newnan,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Coweta,77,GA,13,30263,33.363024000000003,-84.782094999999998,R,GA095,Housing Authority of the City of Newnan,91,7/2/2018 0:00:00,300879,0.003778292071280
3740,626671,IA049000001,CLARK HOUSE,117 W 3rd St,Muscatine,"Muscatine, IA Micropolitan Statistical Area",34700,Muscatine,139,IA,19,52761,41.422097000000001,-91.046819999999997,R,IA049,Muscatine Municipal Housing Agency,77,8/8/2018 0:00:00,430708,0.002349651764590
3741,626670,GA006001110,ASHLEY AUBURN POINTE II,130 Bell St SE,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30312,33.751130000000003,-84.379282000000003,R,GA006,Housing Authority of the City of ATLANTA Georgia,94,9/27/2018 0:00:00,451990,0.030307631542700
3742,626669,GA160000002,MARY B. TERRY HOMES,1112 Calhoun Dr,Warner Robins,"Warner Robins, GA Metropolitan Statistical Area",47580,Houston,153,GA,13,31093,32.642344000000001,-83.627251000000001,R,GA160,Housing Authority of the City of Warner Robins,88,10/3/2018 0:00:00,142131,0.001076934937950
3743,626668,GA191706486,ELLIOTT CIRCLE,200 Hunter St,Union Point, ,99999,Greene,133,GA,13,30669,33.620702999999999,-83.079959000000002,R,GA191,Housing Authority of the City of Union Point,74,8/16/2018 0:00:00,503769,0.231791875687000
3744,626667,GA006000870,ASHLEY COURTS AT CASCADE - PHASE II,1371 Kimberly Way SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30331,33.718328999999997,-84.523854000000000,R,GA006,Housing Authority of the City of ATLANTA Georgia,80,7/17/2018 0:00:00,358067,0.004647620860640
3745,626666,GA069000400,SIMMONS JACKSON HOMES,208A Roberts St,Dublin,"Dublin, GA Micropolitan Statistical Area",20140,Laurens,175,GA,13,31021,32.526091999999998,-82.918813999999998,4,GA069,Housing Authority of the City of Dublin,82,10/25/2018 0:00:00,4905,0.008907946755970
3746,626663,GA006000820,MAGNOLIA PARK I,814 Magnolia Way NW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30314,33.757660000000001,-84.415315000000007,R,GA006,Housing Authority of the City of ATLANTA Georgia,81,7/10/2018 0:00:00,355769,0.010089731458600
3747,626661,FL073000002,ORANGE AVE APTS,910 Sebring Ct Apt 14,Tallahassee,"Tallahassee, FL Metropolitan Statistical Area",45220,Leon,73,FL,12,32301,30.412924000000000,-84.267488999999998,R,FL073,Tallahassee Housing Authority,81,8/1/2018 0:00:00,472044,0.000000000000000
3748,626656,FL021000002,PADGETT ISLAND HOMES,721 Padgett Cir,Pahokee,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",33100,Palm Beach,99,FL,12,33476,26.811964000000000,-80.660905999999997,R,FL021,PAHOKEE HOUSING AUTHORITY,85,9/27/2018 0:00:00,756429,0.000000000000000
3749,626653,GA006000810,COLUMBIA VILLAGE,18002 Anwar Trl,Decatur,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Dekalb,89,GA,13,30032,33.735765999999998,-84.312800999999993,R,GA006,Housing Authority of the City of ATLANTA Georgia,91,7/13/2018 0:00:00,454312,0.003461783424990
3750,626649,GA003000006,SCATTERED SITES,301 Towne View Pl,Athens,"Athens-Clarke County, GA Metropolitan Statistical Area",12020,Clarke,59,GA,13,30605,33.947445999999999,-83.361508000000001,R,GA003,Athens Housing Authority,86,9/6/2018 0:00:00,585084,0.005802349680800
3751,626648,CA092000009,Roth Apartments,290 E El Roblar Dr,Ojai,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",37100,Ventura,111,CA,6,93023,34.447693000000001,-119.272272000000001,R,CA092,Housing Authority of the County of Ventura,92,7/11/2018 0:00:00,577405,0.001367281958020
3752,626647,GA006000850," VILLAGE AT CARVER, PHASE I",174 Moury Ave SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30315,33.716715999999998,-84.392940999999993,R,GA006,Housing Authority of the City of ATLANTA Georgia,80,7/26/2018 0:00:00,357719,0.001959328248660
3753,626646,FL021000001,MC CLURE VILLAGE,868 Eisenhower Dr,Pahokee,"Miami-Fort Lauderdale-Pompano Beach, FL Metropolitan Statistical Area",33100,Palm Beach,99,FL,12,33476,26.810251999999998,-80.668800000000005,R,FL021,PAHOKEE HOUSING AUTHORITY,86,9/25/2018 0:00:00,756429,0.000000000000000
3754,626645,CA143000003,EASTERN AVE. & PALM AVE. HOMES,1273 D St,Brawley,"El Centro, CA Metropolitan Statistical Area",20940,Imperial,25,CA,6,92227,32.981029999999997,-115.520368000000005,R,CA143,Imperial Valley Housing Authority,86,7/11/2018 0:00:00,538806,0.201759455849000
3755,626644,CA039000002,CASA DEL SOL HOMES,1011 Harold Ave,Calexico,"El Centro, CA Metropolitan Statistical Area",20940,Imperial,25,CA,6,92231,32.678300999999998,-115.501335999999995,R,CA039,Housing Authority of the City of Calexico,92,7/2/2018 0:00:00,538984,0.010612096457600
3756,626642,CT007000009,Palmer Square,15 Rockfield Dr,Stamford,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",14860,Fairfield,1,CT,9,6902,41.058171000000002,-73.561598000000004,R,CT007,Housing Authority of the City of Stamford,95,9/10/2018 0:00:00,594653,0.007359481849580
3757,626640,DE004000015,SCATTERED SITE KENT CO,39 Edgewood Rd,Dover,"Dover, DE Metropolitan Statistical Area",20100,Kent,1,DE,10,19901,39.130826999999996,-75.523663999999997,R,DE004,Delaware State Housing Authority,89,6/21/2018 0:00:00,169385,0.002318681493940
3758,626639,FL041000002,GARDEN TERRACE,2902 Avenue E,Fort Pierce,"Port St. Lucie, FL Metropolitan Statistical Area",38940,St. Lucie,111,FL,12,34947,27.454917999999999,-80.353879000000006,R,FL041,HOUSING AUTHORITY OF THE CITY OF FORT PIERCE,90,9/18/2018 0:00:00,219414,0.002033812150430
3759,626638,GA003000004,ROCKSPRING HOMES,161 Rocksprings Homes,Athens,"Athens-Clarke County, GA Metropolitan Statistical Area",12020,Clarke,59,GA,13,30606,33.948943999999997,-83.392723000000004,R,GA003,Athens Housing Authority,87,8/13/2018 0:00:00,585047,0.003180698164550
3760,626637,CA143000002,Fairfield Homes,443 Park Ave Apt 7,El Centro,"El Centro, CA Metropolitan Statistical Area",20940,Imperial,25,CA,6,92243,32.795710999999997,-115.554119000000000,R,CA143,Imperial Valley Housing Authority,88,9/24/2018 0:00:00,539265,0.128318491242000
3761,626636,CA070000001,PLUMAS COUNTY,152 Green Meadows Ln,Greenville, ,99999,Plumas,63,CA,6,95947,40.140005000000002,-120.939029000000005,R,CA070,COUNTY OF PLUMAS HOUSING AUTHORITY,82,8/8/2018 0:00:00,608164,0.001039837772550
3762,626634,CA039000001,ESCALANTE PLAZA,1840 Rockwood Ave Apt 9,Calexico,"El Centro, CA Metropolitan Statistical Area",20940,Imperial,25,CA,6,92231,32.686050000000002,-115.495960999999994,R,CA039,Housing Authority of the City of Calexico,91,6/19/2018 0:00:00,538984,0.020001637160600
3763,626632,CT007000003,URSULA PARK TOWNHOUSES,1 Lawn Ave Apt A1,Stamford,"Bridgeport-Stamford-Norwalk, CT Metropolitan Statistical Area",14860,Fairfield,1,CT,9,6902,41.056263999999999,-73.519407000000001,R,CT007,Housing Authority of the City of Stamford,92,9/27/2018 0:00:00,594816,0.010049277627900
3764,626631,CT023000003,GAYLORD TOWER,55 Gaylord St,Bristol,"Hartford-East Hartford-Middletown, CT Metropolitan Statistical Area",25540,Hartford,3,CT,9,6010,41.673377000000002,-72.951932999999997,R,CT023,Bristol Housing Authority,85,9/12/2018 0:00:00,417606,0.000593890320203
3765,626630,GA006000540,BARGE ROAD HIGHRISE,2440 Barge Rd SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30331,33.688167999999997,-84.506082000000006,R,GA006,Housing Authority of the City of ATLANTA Georgia,96,7/20/2018 0:00:00,355711,0.014547595557700
3766,626629,CA143000001,Orangewood Homes,511 W Commercial Ave Apt 3,El Centro,"El Centro, CA Metropolitan Statistical Area",20940,Imperial,25,CA,6,92243,32.794713999999999,-115.555017000000007,R,CA143,Imperial Valley Housing Authority,87,9/25/2018 0:00:00,539265,0.127564021937000
3767,626628,GA003000003,PARKVIEW HOMES EXT,208 Parkview Ext,Athens,"Athens-Clarke County, GA Metropolitan Statistical Area",12020,Clarke,59,GA,13,30605,33.952418000000002,-83.380818000000005,4,GA003,Athens Housing Authority,83,8/16/2018 0:00:00,585117,0.001378023013390
3768,626626,CA053000002,VALLEY VIEW VILLAGE     KINGS COUNTY,2512 Patterson Ave,Corcoran,"Hanford-Corcoran, CA Metropolitan Statistical Area",25260,Kings,31,CA,6,93212,36.101906000000000,-119.581108999999998,R,CA053,KINGS COUNTY HOUSING AUTH,95,8/17/2018 0:00:00,381522,0.020959134836700
3769,626625,FL007000020,NORTHWOOD II,1259 9th St,Daytona Beach,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",19660,Volusia,127,FL,12,32117,29.230965000000001,-81.060678999999993,R,FL007,Housing Authority of City of Daytona Beach,82,9/5/2018 0:00:00,503187,0.006390891424780
3770,626621,GA006000530,HIGHTOWER MANOR HIGHRISE,2610 Martin Luther King Jr Dr SW,Atlanta,"Atlanta-Sandy Springs-Alpharetta, GA Metropolitan Statistical Area",12060,Fulton,121,GA,13,30311,33.753402000000001,-84.472668999999996,R,GA006,Housing Authority of the City of ATLANTA Georgia,94,7/16/2018 0:00:00,358096,0.013570092477800
3771,626618,GA003000002,BROADACRES HOMES,1 Broadacres Ct,Athens,"Athens-Clarke County, GA Metropolitan Statistical Area",12020,Clarke,59,GA,13,30606,33.954185000000003,-83.393817999999996,R,GA003,Athens Housing Authority,82,8/14/2018 0:00:00,585182,0.001928295883140
3772,626617,CA120000001,McNeill Manor,14317 Morgan St,Baldwin Park,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",31080,Los Angeles,37,CA,6,91706,34.087902999999997,-117.961982000000006,R,CA120,Housing Authority of the City of Baldwin Park,73,7/17/2018 0:00:00,575798,0.115588353357000
3773,626616,CA053000001,SUNNYSIDE VILLAGE    KINGS COUNTY,608 S Douty St,Hanford,"Hanford-Corcoran, CA Metropolitan Statistical Area",25260,Kings,31,CA,6,93230,36.318849000000000,-119.644470999999996,R,CA053,KINGS COUNTY HOUSING AUTH,85,8/24/2018 0:00:00,381542,0.122253165640000
3774,626615,FL007000019,PINE HAVEN,116 Rose Marie Bryon Dr,Daytona Beach,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",19660,Volusia,127,FL,12,32114,29.209857000000000,-81.038383999999994,R,FL007,Housing Authority of City of Daytona Beach,92,10/18/2018 0:00:00,503138,0.000455352432313
3775,626611,CA008000105,LITTLE VILLAGE,700 Smith St,Bakersfield,"Bakersfield, CA Metropolitan Statistical Area",12540,Kern,29,CA,6,93307,35.347727999999996,-118.993471999999997,R,CA008,Housing Authority of the County of Kern,84,9/25/2018 0:00:00,584011,0.056241126439700
3776,626609,CA008000104,MONTE VISTA,516 La Vista Dr,Arvin,"Bakersfield, CA Metropolitan Statistical Area",12540,Kern,29,CA,6,93203,35.205210000000001,-118.825828000000001,R,CA008,Housing Authority of the County of Kern,94,9/27/2018 0:00:00,583847,0.161934738550000
3777,626602,CA030000817,PORTERVILLE,504 W Morton Ave,Porterville,"Visalia, CA Metropolitan Statistical Area",47300,Tulare,107,CA,6,93257,36.073383000000000,-119.028294000000002,R,CA030,Tulare County Housing Authority,90,9/24/2018 0:00:00,621813,0.014685138457600
3778,626600,AZ028000001,FAMILY SITES,130 N Hamilton St,Chandler,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85225,33.305115999999998,-111.832999999999998,R,AZ028,Chandler Housing & Redevelopment Division,92,9/17/2018 0:00:00,723906,0.063350794191500
3779,626597,CA003000119,Lion Creek Crossings,885 69th Ave,Oakland,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",41860,Alameda,1,CA,6,94621,37.756709000000001,-122.196816999999996,R,CA003,Oakland Housing Authority,96,9/10/2018 0:00:00,516539,0.007714857571230
3780,626596,CA002000002,HARBOR HILLS,26401 Western Ave,Lomita,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",31080,Los Angeles,37,CA,6,90717,33.781385999999998,-118.310118000000003,R,CA002,Los Angeles County Development Authority,93,7/9/2018 0:00:00,576024,0.014270438617000
3781,626595,CA003000117,Mandela Gateway,1350 7th St,Oakland,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",41860,Alameda,1,CA,6,94607,37.805089000000002,-122.292878000000002,R,CA003,Oakland Housing Authority,94,10/30/2018 0:00:00,516705,0.009718038049150
3782,626594,CA003000124,Lion Creek Crossings IV,6951 Lion Way Apt 411,Oakland,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",41860,Alameda,1,CA,6,94621,37.755763000000002,-122.197269000000006,R,CA003,Oakland Housing Authority,94,9/7/2018 0:00:00,516539,0.006798848643920
3783,626593,CA002000006,ORCHARD ARMS,2423 Foothill Blvd,La Crescenta,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",31080,Los Angeles,37,CA,6,91214,34.219265999999998,-118.231544000000000,R,CA002,Los Angeles County Development Authority,97,7/16/2018 0:00:00,575842,0.094086471096300
3784,626591,CA002000001,CARMELITOS,761 E Via Carmelitos,Long Beach,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",31080,Los Angeles,37,CA,6,90805,33.847732000000001,-118.183408999999997,R,CA002,Los Angeles County Development Authority,98,7/10/2018 0:00:00,576070,0.075472610055500
3785,626588,AZ001000018,Henson Villages - Phase 3,775 S 11th Ave,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85007,33.440147000000003,-112.086706000000007,R,AZ001,City of Phoenix Housing Department,80,9/18/2018 0:00:00,723890,0.011507281131100
3786,626587,AZ004000065,SILVERBELL,3007 N Dasylirion Dr,Tucson,"Tucson, AZ Metropolitan Statistical Area",46060,Pima,19,AZ,4,85745,32.262070000000001,-111.016339000000002,R,AZ004,Housing and Community Development Tucson,92,7/16/2018 0:00:00,500422,0.004012881276270
3787,626586,AZ001000017,Henson Villages - Seniors,1045 S 8th Ave,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85007,33.436309999999999,-112.083410999999998,R,AZ001,City of Phoenix Housing Department,93,7/17/2018 0:00:00,723890,0.013296662231200
3788,626585,AZ006000001,BRANNEN HOMES,11 S Brannen Cir,Flagstaff,"Flagstaff, AZ Metropolitan Statistical Area",22380,Coconino,5,AZ,4,86001,35.184967999999998,-111.646247000000002,R,AZ006,Flagstaff Housing Authority,92,9/19/2018 0:00:00,542540,0.001283244355770
3789,626584,AZ001000024,Summit Apartments,4222 E Windrose Dr,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85032,33.602460999999998,-111.990415999999996,R,AZ001,City of Phoenix Housing Department,95,7/18/2018 0:00:00,722303,0.004025986356510
3790,626583,AZ004000048,MIXED FINANCE DEVELOPMENT TUCSON HOUSE,1501 N Oracle Rd,Tucson,"Tucson, AZ Metropolitan Statistical Area",46060,Pima,19,AZ,4,85705,32.240651000000000,-110.978292999999994,R,AZ004,Housing and Community Development Tucson,89,7/25/2018 0:00:00,500661,0.000000000000000
3791,626582,CA003000120,Foothill Family,6920 Foothill Blvd,Oakland,"San Francisco-Oakland-Berkeley, CA Metropolitan Statistical Area",41860,Alameda,1,CA,6,94605,37.769776000000000,-122.175454999999999,R,CA003,Oakland Housing Authority,92,9/28/2018 0:00:00,516328,0.013201099610100
3792,626581,AZ001000019,Henson Villages - Phase 4,1320 W Tonto St,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85007,33.437950000000001,-112.090188999999995,R,AZ001,City of Phoenix Housing Department,90,7/24/2018 0:00:00,723890,0.007392762441580
3793,626580,AZ001000005,Maryvale Parkway  Terrace,4545 N Maryvale Pkwy,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85031,33.502707000000001,-112.171805000000006,R,AZ001,City of Phoenix Housing Department,91,9/19/2018 0:00:00,716916,0.065494957972200
3794,626579,AR093000001,HICKORY RIDGE,135 W Larry St Apt 1,Hickory Ridge, ,99999,Cross,37,AR,5,72347,35.406343000000000,-90.997450000000001,R,AR093,Housing Authority of the City of Hickory Ridge,78,9/6/2018 0:00:00,120137,0.191177754601000
3795,626577,AR042000001,STAR CITY,501 S Drew St,Star City,"Pine Bluff, AR Metropolitan Statistical Area",38220,Lincoln,79,AR,5,71667,33.938088999999998,-91.844971999999999,R,AR042,Star City Housing Authority,67,8/9/2018 0:00:00,1184,0.229866342624000
3796,626574,AZ001000007,PINE TOWERS,2936 N 36th St,Phoenix,"Phoenix-Mesa-Chandler, AZ Metropolitan Statistical Area",38060,Maricopa,13,AZ,4,85018,33.481079000000001,-112.004402999999996,R,AZ001,City of Phoenix Housing Department,85,11/19/2018 0:00:00,721607,0.032678352594800
3797,626572,AZ004100115,LANDER APTS - PHASE II,902 W Congress St Apt 1,Tucson,"Tucson, AZ Metropolitan Statistical Area",46060,Pima,19,AZ,4,85745,32.220021000000003,-110.987140999999994,R,AZ004,Housing and Community Development Tucson,88,7/24/2018 0:00:00,500963,0.002880851582620
3798,626571,AR044000001,WALDRON,1059 Shipley Circle Dr,Waldron, ,99999,Scott,127,AR,5,72958,34.890968000000001,-94.095453000000006,R,AR044,Housing Authority of the City of Waldron,82,9/13/2018 0:00:00,1354,0.265121111732000
3799,626570,AL178000001,DADEVILLE HA,848 Freeman Dr,Dadeville,"Alexander City, AL Micropolitan Statistical Area",10760,Tallapoosa,123,AL,1,36853,32.841566999999998,-85.764393999999996,R,AL178,Housing Authority of the City of Dadeville,93,9/28/2018 0:00:00,462114,0.203377218934000
