"","DEVELOPMENT_ID","DEVELOPMENT_NAME","CBSA_CODE","COUNTY_NAME","COUNTY_CODE","STATE_NAME.x","STATE_CODE","ZIPCODE","LATITUDE","LONGITUDE","PHA_CODE","INSPECTION_SCORE","year","TRACT_2010","TRACT_2020","BLOCK_2010","BLOCK_2020","tract","block","block_group","FloodDistM","in_floodplain","age_c","total_pop_c","total_white_c","total_black_c","total_hispanic_c","poverty_c","income_c","public_assistance_c","owner_c","renter_c","vehicles_c","prop_value_c"
"21433","OK002022329","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73119,35.406345,-97.553053,"OK002",86,2016,40109107216,40109107216,401091072162012,401091072164007,40109107216,401091072162012,401091072162,11865.71835,0,31.8,3252,1110,125,1661,611,22009,1197,347,850,1197,74900
"21434","OK095000010","RENTAL",43060,"Pottawatomie",125,"OK",40,74801,35.327092,-96.936427,"OK095",91,2016,40125500200,40125500200,401255002004001,401255002004001,40125500200,401255002004001,401255002004,46969.1689,0,32.5,3247,1926,333,269,672,18527,1282,317,965,1282,47900
"21435","OK148000001","TECUMSEH HA",43060,"Pottawatomie",125,"OK",40,74873,35.267922,-96.930339,"OK148",73,2016,40125501101,40125501101,401255011012029,401255011012027,40125501101,401255011012029,401255011012,43876.04386,0,39,5855,3999,246,214,1500,42083,2291,1577,714,2291,113700
"21436","OK149000001","PAULS VALLEY HOUSING AUTHORITY",99999,"Garvin",49,"OK",40,73075,34.720947,-97.215655,"OK149",92,2016,40049681400,40049681400,400496814004010,400496814004009,40049681400,400496814004010,400496814004,707.1481542,0,37.9,5033,3714,143,561,1194,43444,1806,1175,631,1806,115200
"21437","OK068000001","RENTAL",32540,"Pittsburg",121,"OK",40,74546,34.7712,-95.6281,"OK068",86,2016,40121486700,40121486700,401214867001038,401214867001036,40121486700,401214867001038,401214867001,7742.769138,0,38.2,4941,3227,57,163,1372,44789,1972,1475,497,1972,81800
"21438","OK005000002","BENJAMIN O DAVIS HIGHRISE",30020,"Comanche",31,"OK",40,73501,34.602778,-98.396819,"OK005",89,2016,40031002500,40031002500,400310025002120,400310025003044,40031002500,400310025002120,400310025002,308.7231028,0,30.4,3048,1424,740,295,441,22828,1146,145,1001,1146,33400
"21439","OK004000001","RENTAL",99999,"McCurtain",89,"OK",40,74745,33.886972,-94.836406,"OK004",65,2016,40089098700,40089098700,400890987005018,400890987005016,40089098700,400890987005018,400890987005,288.1135764,0,34.9,4295,2040,1093,389,1034,25038,1750,938,812,1750,64000
"21440","OK048000001","HOLDENVILLE HA",99999,"Hughes",63,"OK",40,74848,35.088033,-96.376854,"OK048",80,2016,40063484900,40063484900,400634849001108,400634849001014,40063484900,400634849001108,400634849001,23853.54314,0,43.2,2446,1636,86,132,534,34769,893,603,290,893,72000
"21441","OK064000001","UNNAMED",99999,"Dewey",43,"OK",40,73663,36.15018,-98.927343,"OK064",89,2016,40043959100,40043959100,400439591002079,400439591002050,40043959100,400439591002079,400439591002,68757.5061,0,37,2018,1672,0,117,444,48355,667,499,168,667,89200
"21442","OK021000001","GRANDFIELD HA",99999,"Tillman",141,"OK",40,73546,34.231992,-98.682357,"OK021",97,2016,40141070500,40141070500,401410705001325,401410705001212,40141070500,401410705001325,401410705001,40150.61595,0,46.4,1399,919,201,229,417,41667,634,468,166,634,61400
"21443","OK005000001","LAWTON VIEW ADDITION",30020,"Comanche",31,"OK",40,73501,34.583841,-98.410069,"OK005",89,2016,40031001600,40031001600,400310016002113,400310016002104,40031001600,400310016002113,400310016002,546.9459247,0,33.4,2067,507,897,345,421,18068,808,276,532,808,61300
"21444","OK022000001","RENTAL",46140,"Creek",37,"OK",40,74052,36.0941,-96.5765,"OK022",98,2016,40037020704,40037020704,400370207041042,400370207041020,40037020704,400370207041042,400370207041,36271.0373,0,43.6,1470,1333,2,21,429,37708,605,444,161,605,57600
"21445","OK028000001","WELEETKA HA",99999,"Okfuskee",107,"OK",40,74880,35.3353,-96.1265,"OK028",82,2016,40107081000,40107081000,401070810002061,401070810002070,40107081000,401070810002061,401070810002,15641.32246,0,40.6,2323,1251,125,121,557,38977,804,626,178,804,68700
"21446","OK024000001","ADA REED",10220,"Pontotoc",123,"OK",40,74820,34.786914,-96.681075,"OK024",82,2016,40123089100,40123089100,401230891002017,401230891002019,40123089100,401230891002017,401230891002,769.2948111,0,31,2140,1188,70,107,424,22044,1027,361,666,1027,43000
"21447","OK031000001","WETUMKA HA",99999,"Hughes",63,"OK",40,74883,35.236082,-96.241885,"OK031",73,2016,40063484600,40063484600,400634846002179,400634846002103,40063484600,400634846002179,400634846002,30827.84939,0,42.6,2694,1554,22,102,613,30341,925,654,271,925,59600
"21448","OK060000001","RENTAL",46140,"Pawnee",117,"OK",40,74058,36.341051,-96.798064,"OK060",96,2016,40117957500,40117957500,401179575001057,401179575001028,40117957500,401179575001057,401179575001,35801.36475,0,39.9,2441,1391,99,105,626,36424,959,579,380,959,73300
"21449","OK042000001","Town of Roosevelt Housing Authority",99999,"Kiowa",75,"OK",40,73564,34.7685,-98.9948,"OK042",92,2016,40075964200,40075964200,400759642002280,400759642002228,40075964200,400759642002280,400759642002,12070.72485,0,43.9,3880,3140,179,330,1099,38326,1645,1165,480,1645,62300
"21450","OK087000001","RENTAL",22900,"Le Flore",79,"OK",40,74966,34.972762,-94.718905,"OK087",46,2016,40079040500,40079040500,400790405002128,400790405002078,40079040500,400790405002128,400790405002,322.4155908,0,42.4,5141,3912,9,101,1461,45033,1945,1602,343,1945,118400
"21451","OK137000001","Choctaw Electric Coop. Housing Authority",99999,"Pushmataha",127,"OK",40,74562,34.317,-95.146,"OK137",60,2017,40127097800,40127097800,401270978002189,401270978002069,40127097800,401270978002189,401270978002,30043.19555,0,47.7,2535,1711,0,89,721,40163,1031,831,200,1031,87900
"21452","OK002002007","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73108,35.446018,-97.580828,"OK002",60,2017,40109105600,40109105600,401091056001002,401091056005002,40109105600,401091056001002,401091056001,14149.21891,0,24.8,5099,1331,328,3164,1076,26507,1490,436,1054,1490,56800
"21453","OK002002018","ANDREWS SQUARE",36420,"Oklahoma",109,"OK",40,73109,35.445505,-97.519159,"OK002",63,2017,40109104700,40109104700,401091047001000,401091047001000,40109104700,401091047001000,401091047001,16874.70922,0,43.1,1462,411,50,934,227,16563,609,117,492,609,80900
"21454","OK092000001","GRANITE HOUSING AUTHORITY",99999,"Greer",55,"OK",40,73547,34.96557,-99.39476,"OK092",59,2017,40055967100,40055967100,400559671002004,400559671002004,40055967100,400559671002004,400559671002,4307.187592,0,42.3,2635,1997,256,167,458,40858,775,530,245,775,59500
"21455","OK002002011","SHARTEL TOWERS",36420,"Oklahoma",109,"OK",40,73109,35.410904,-97.525974,"OK002",83,2017,40109107223,40109107223,401091072233002,401091072233002,40109107223,401091072233002,401091072233,13015.47822,0,36.7,2725,1210,186,1154,476,29247,1164,593,571,1164,75300
"21456","OK002002084","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73111,35.492399,-97.486857,"OK002",37,2017,40109101400,40109101400,401091014002000,401091014001000,40109101400,401091014002000,401091014002,22792.1524,0,43.4,1009,88,788,55,241,24919,452,179,273,452,52300
"21457","OK095000020","SHAWNEE TOWER",43060,"Pottawatomie",125,"OK",40,74804,35.347456,-96.908069,"OK095",84,2017,40125500800,40125500800,401255008002031,401255008002018,40125500800,401255008002031,401255008002,50377.4799,0,46,4053,3332,86,112,1035,62923,1653,1304,349,1653,182800
"21458","OK002002012","AMBASSADOR COURTS",36420,"Oklahoma",109,"OK",40,73129,35.447639,-97.494463,"OK002",61,2017,40109105300,40109105300,401091053002045,401091053002019,40109105300,401091053002045,401091053002,17894.80933,0,27.6,3272,819,296,1753,667,28750,1083,530,553,1083,52400
"21459","OK002002425","JELTZ SENIOR CENTER",36420,"Oklahoma",109,"OK",40,73117,35.481947,-97.489237,"OK002",63,2017,40109102800,40109109500,401091028001008,401091095001007,40109102800,401091028001008,401091028001,21622.41387,0,39.9469879518072,3229.25301204819,2098.6265060241,163.530120481928,333.481927710843,804.409638554217,36372.1807228916,1255.49397590361,818.301204819277,437.192771084337,1255.49397590361,77024.3902439024
"21460","OK002002001","WILL ROGERS COURTS",36420,"Oklahoma",109,"OK",40,73108,35.449218,-97.541984,"OK002",59,2017,40109104100,40109104100,401091041002007,401091041002006,40109104100,401091041002007,401091041002,16345.83137,0,29.3,2949,705,630,1294,600,11721,1160,238,922,1160,51800
"21461","OK002002013","SCATTERED SITES",36420,"Oklahoma",109,"OK",40,73111,35.507546,-97.487325,"OK002",57,2017,40109100400,40109100400,401091004004006,401091004002000,40109100400,401091004004006,401091004004,24371.10698,0,35.2,2002,121,1650,0,451,19375,910,384,526,910,70400
"21462","OK002002809","THE TOWERS APARTMENTS",36420,"Oklahoma",109,"OK",40,73106,35.481427,-97.527385,"OK002",80,2017,40109102500,40109102500,401091025001007,401091025003002,40109102500,401091025001007,401091025001,20042.61433,0,43.1,713,520,94,13,76,16250,510,12,498,510,77024.3902439024
"21463","OK002002014","FRED FACTORY GARDENS",36420,"Oklahoma",109,"OK",40,73084,35.509882,-97.302959,"OK002",71,2017,40109108804,40109108804,401091088043023,401091088042049,40109108804,401091088043023,401091088043,33674.60155,0,40.6,3123,1776,840,157,850,60109,1112,846,266,1112,163100
"21464","OK120000001","RENTAL",44660,"Payne",119,"OK",40,74085,36.0892,-96.7754,"OK120",87,2017,40119011200,40119011200,401190112001087,401190112001103,40119011200,401190112001087,401190112001,49348.97799,0,41.7,2287,1909,0,71,629,43042,909,697,212,909,71600
"21465","OK147000001","HOUSING AUTHORITY, TOWN OF LONE WOLF",99999,"Kiowa",75,"OK",40,73655,34.985544,-99.244977,"OK147",64,2017,40075964200,40075964200,400759642001255,400759642001144,40075964200,400759642001255,400759642001,7147.197957,0,43.5,3805,3146,141,314,1000,39397,1585,1161,424,1585,65600
"21466","OK103000001","RENTAL",99999,"Woods",151,"OK",40,73860,36.581098,-98.880135,"OK103",77,2017,40151954400,40151954400,401519544002418,401519544002340,40151954400,401519544002418,401519544002,117189.8723,0,43.3,1977,1710,0,224,565,56406,777,585,192,777,79200
"21467","OK088000001","RENTAL",22900,"Le Flore",79,"OK",40,74571,34.751154,-95.030816,"OK088",64,2017,40079040700,40079040700,400790407002024,400790407002014,40079040700,400790407002024,400790407002,35017.18063,0,44.2,2687,1674,17,117,699,38825,1105,856,249,1105,72200
"21468","OK105000001","KONAWA HOUSING AUTHORITY",99999,"Seminole",133,"OK",40,74849,34.957694,-96.748872,"OK105",56,2017,40133583800,40133583800,401335838002082,401335838002070,40133583800,401335838002082,401335838002,19398.53661,0,39.9,2758,1766,21,74,689,34052,1046,690,356,1046,68300
"21469","OK063000001","COMMERCE HOUSING AUTHORITY",33060,"Ottawa",115,"OK",40,74339,36.929,-94.8306,"OK063",81,2017,40115574200,40115574200,401155742002000,401155742002000,40115574200,401155742002000,401155742002,17654.99631,0,38.8,2925,1715,11,502,728,31731,1076,741,335,1076,60500
"21470","OK007000001","HAMILTON HOMES",22900,"Le Flore",79,"OK",40,74937,34.884283,-94.600565,"OK007",68,2017,40079040601,40079040601,400790406013093,400790406013053,40079040601,400790406013093,400790406013,6609.90455,0,37.7,3529,2243,8,700,964,30582,1240,893,347,1240,57500
"21471","OK041000001","RINGLING HA",99999,"Jefferson",67,"OK",40,73456,34.0944,-97.6412,"OK041",90,2017,40067371600,40067371600,400673716001093,400673716001091,40067371600,400673716001093,400673716001,23377.33174,0,38.6,1934,1561,1,124,502,34048,718,553,165,718,63600
"21472","OK034000001","RENTAL",99999,"Caddo",15,"OK",40,73006,34.89105,-98.364357,"OK034",97,2017,40015162200,40015162200,400151622002095,400151622002049,40015162200,400151622002095,400151622002,541.1040023,0,45,2554,1538,0,100,690,41825,982,775,207,982,83400
"21473","OK013000001","RENTAL",99999,"Haskell",61,"OK",40,74462,35.251822,-95.125167,"OK013",74,2017,40061279200,40061279200,400612792004069,400612792004043,40061279200,400612792004069,400612792004,26421.61859,0,39.8,4166,3056,41,178,1097,32409,1641,1036,605,1641,83800
"21474","OK061000001","RENTAL",99999,"McCurtain",89,"OK",40,74764,34.006607,-95.087208,"OK061",62,2017,40089098400,40089098400,400890984003077,400890984003038,40089098400,400890984003077,400890984003,8675.427351,0,41.6,4506,3112,215,200,1332,40000,1774,1410,364,1774,69600
"21475","OK069000001","CLAYTON HOUSING AUTHORITY",99999,"Pushmataha",127,"OK",40,74536,34.5425,-95.1225,"OK069",51,2017,40127097600,40127097600,401270976003310,401270976003158,40127097600,401270976003310,401270976003,51105.68744,0,47.8,2876,2130,36,75,756,32022,1177,883,294,1177,77900
"21476","OK070000001","TERRAL HA",99999,"Jefferson",67,"OK",40,73569,33.896308,-97.934059,"OK070",83,2017,40067371700,40067371700,400673717001317,400673717001227,40067371700,400673717001317,400673717001,24311.91133,0,44.4,1585,1143,21,275,417,35607,631,464,167,631,53400
"21477","OK078000001","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.9885,-95.7053,"OK078",71,2017,40121486000,40121486000,401214860001053,401214860001065,40121486000,401214860001053,401214860001,5341.060051,0,42.9,4920,3515,124,137,1412,50682,2088,1552,536,2088,120700
"21478","OK108000001","Mountain Park Housing Authority",99999,"Kiowa",75,"OK",40,73559,34.7685,-98.9948,"OK108",80,2017,40075964200,40075964200,400759642002280,400759642002228,40075964200,400759642002280,400759642002,12070.72485,0,43.5,3805,3146,141,314,1000,39397,1585,1161,424,1585,65600
"21479","OK024000002","ADA HOUSING AUTHORITY",10220,"Pontotoc",123,"OK",40,74820,34.785183,-96.681744,"OK024",77,2017,40123089100,40123089100,401230891002019,401230891002018,40123089100,401230891002019,401230891002,654.6171267,0,30.3,2284,1172,83,152,455,21582,1040,356,684,1040,45000
"21480","OK062000001","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.936138,-95.757075,"OK062",53,2017,40121486100,40121486100,401214861003048,401214861003014,40121486100,401214861003048,401214861003,227.8093619,0,36.8,4514,2726,359,460,946,32813,1936,1181,755,1936,78400
"21481","OK062000002","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.926383,-95.7527,"OK062",36,2017,40121486500,40121486500,401214865001032,401214865001023,40121486500,401214865001032,401214865001,514.4744666,0,38.1,6147,4519,212,374,1662,50350,2527,1798,729,2527,135200
"21482","OK062000003","RENTAL",32540,"Pittsburg",121,"OK",40,74501,34.929921,-95.780502,"OK062",66,2017,40121486400,40121486400,401214864002066,401214864002044,40121486400,401214864002066,401214864002,107.9236247,0,33.5,2569,1796,98,160,565,30845,1069,410,659,1069,72700
"21483","OK050000001","RENTAL",36420,"Lincoln",81,"OK",40,74079,35.7989,-96.6857,"OK050",94,2018,40081961100,40081961100,400819611002036,400819611002016,40081961100,400819611002036,400819611002,61059.85288,0,39.6,4375,3376,17,206,1096,48242,1681,1182,499,1681,103000
"21484","OK052000001","HOUSING AUTHORITY OF THE TOWN OF BOLEY",99999,"Okfuskee",107,"OK",40,74829,35.5146,-96.4972,"OK052",78,2018,40107080700,40107080700,401070807001034,401070807001026,40107080700,401070807001034,401070807001,44566.27522,0,40.1,3370,2146,582,91,568,40845,801,652,149,801,87900
"21485","OK056000001","Newkirk Housing",38620,"Kay",71,"OK",40,74647,36.9405,-97.0548,"OK056",89,2018,40071001200,40071001200,400710012003080,400710012003021,40071001200,400710012003080,400710012003,10356.22137,0,44.6,4589,3757,25,132,1226,47847,1832,1452,380,1832,94700
"21486","OK035000001","RENTAL",99999,"Caddo",15,"OK",40,73017,34.9345,-98.1369,"OK035",61,2018,40015162300,40015162300,400151623002280,400151623002085,40015162300,400151623002280,400151623002,13856.84105,0,38,2763,2056,23,145,724,44650,1069,812,257,1069,96700
"21487","OK124000001","RENTAL",99999,"Atoka",5,"OK",40,74525,34.3542,-96.1454,"OK124",84,2018,40005587700,40005587700,400055877002026,400055877002012,40005587700,400055877002026,400055877002,40574.78686,0,40.1,3922,2672,148,210,1139,32813,1618,993,625,1618,88900
"21488","OK097000001","CHEYENNE HOUSING AUTHORITY",99999,"Roger Mills",129,"OK",40,73628,35.609809,-99.6703,"OK097",88,2018,40129960000,40129960000,401299600003226,401299600003090,40129960000,401299600003226,401299600003,29661.87769,0,40.5,3708,3111,17,261,883,47667,1352,986,366,1352,113400
"21489","OK134000001","HOUSING AUTHORITY OF THE CADDO ELECTRIC",99999,"Caddo",15,"OK",40,73053,35.3992,-98.3857,"OK134",75,2018,40015161600,40015161602,400151616001103,400151616021065,40015161600,400151616001103,400151616001,3277.259426,0,37.0083333333333,3534.98333333333,1949.7,708.766666666667,310.866666666667,847.683333333333,36557.2833333333,1386.35,808.416666666667,577.933333333333,1386.35,88446.6666666667
"21490","OK073000029","Osage North",46140,"Osage",113,"OK",40,74106,36.169302,-96.002816,"OK073",77,2018,40113940006,40113940006,401139400062038,401139400062010,40113940006,401139400062038,401139400062,865.0590183,0,36.5,5518,622,4089,337,1337,39013,2309,1303,1006,2309,118200
"21491","OK099000001","GREEN COUNTRY VILLAGE",34780,"Muskogee",101,"OK",40,74401,35.769514,-95.407581,"OK099",75,2018,40101000200,40101000200,401010002001012,401010002001007,40101000200,401010002001012,401010002001,28459.62642,0,29.3,1593,526,641,76,394,20145,579,274,305,579,72100
"21492","OK116000116","RENTAL",99999,"Tillman",141,"OK",40,73570,34.506442,-99.147011,"OK116",93,2013,40141070200,40141070200,401410702001148,401410702001090,40141070200,401410702001148,401410702001,18341.62128,0,46.7,1084,708,99,184,296,33333,432,296,136,432,63300
"21493","OK002002011","SHARTEL TOWERS",36420,"Oklahoma",109,"OK",40,73109,35.410904,-97.525974,"OK002",90,2014,40109107223,40109107223,401091072233002,401091072233002,40109107223,401091072233002,401091072233,13015.47822,0,41,2424,1101,254,645,535,30395,1126,483,643,1126,72400
"21494","OK099000002","HONOR HEIGHTS TOWERS",34780,"Muskogee",101,"OK",40,74401,35.760022,-95.411421,"OK099",96,2014,40101000100,40101000100,401010001002040,401010001002023,40101000100,401010001002040,401010001002,29402.15247,0,39.8,4380,2179,1096,97,1020,27835,1947,1008,939,1947,69500
"21495","OK103000001","RENTAL",99999,"Woods",151,"OK",40,73860,36.581098,-98.880135,"OK103",96,2014,40151954400,40151954400,401519544002418,401519544002340,40151954400,401519544002418,401519544002,117189.8723,0,44.5,1995,1784,5,128,542,58304,795,606,189,795,78100
"21496","OK066000001","TISHOMINGO HA",99999,"Johnston",69,"OK",40,73460,34.239603,-96.667269,"OK066",93,2014,40069660200,40069660201,400696602005005,400696602013049,40069660200,400696602005005,400696602005,39595.66138,0,37.4028846153846,3666.49038461538,2033.73076923077,709.317307692308,374.884615384615,908.894230769231,35122.4038461538,1408.64423076923,856.413461538462,552.230769230769,1408.64423076923,75609.6153846154
