"","TRACTFIPS","RISK_RATNG","SOVI_RATNG","RESL_RATNG","CFLD_RISKR","HWAV_RISKR","HRCN_RISKR","RFLD_RISKR","WFIR_RISKR"
"37486","53033020500","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37487","53033000200","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Relatively Low","Not Applicable","Relatively Low","No Rating"
"37488","53031950601","Relatively Low","Relatively High","Relatively Low","Relatively High","No Rating","Not Applicable","Relatively Low","No Rating"
"37489","53031950702","Very Low","Relatively Moderate","Relatively Low","Relatively Moderate","Very Low","Not Applicable","Relatively Moderate","Very Low"
"37490","53033001000","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37491","53033001300","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37492","53033001702","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37493","53033002200","Relatively Low","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Relatively Low","No Rating"
"37494","53033020600","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37495","53033020800","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Very Low","No Rating"
"37496","53033002800","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37497","53033021400","Very Low","Very Low","Relatively Moderate","Relatively Low","Very Low","Not Applicable","Relatively Low","No Rating"
"37498","53033021700","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Relatively Low","No Rating"
"37499","53033002900","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37500","53033003400","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37501","53033003600","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37502","53033004000","Very Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37503","53033022006","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37504","53033021905","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37505","53033022203","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37506","53033005700","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Very Low","No Rating"
"37507","53033005802","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","Relatively Low","No Rating"
"37508","53033006500","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37509","53033006800","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37510","53033022500","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37511","53033022606","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37512","53033022701","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37513","53033007000","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37514","53033007401","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37515","53033007600","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37516","53033008002","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37517","53033008100","Relatively Moderate","Very Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","Relatively Low","No Rating"
"37518","53033008200","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37519","53033009100","Relatively Moderate","Relatively High","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37520","53033009300","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37521","53033022801","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37522","53033022803","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37523","53033023100","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37524","53033009500","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37525","53033009702","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37526","53033010002","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37527","53033010702","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37528","53033023700","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37529","53033023900","Relatively Low","Very Low","Relatively Moderate","Relatively Low","Very Low","Not Applicable","Relatively Low","No Rating"
"37530","53033024500","Very Low","Very Low","Relatively Moderate","Relatively Low","Very Low","Not Applicable","No Rating","No Rating"
"37531","53033024602","Very Low","Very Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37532","53033010900","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","No Rating","No Rating"
"37533","53033011002","Relatively Low","Relatively High","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37534","53033011101","Relatively Low","Relatively High","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37535","53033011500","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37536","53033011800","Relatively Low","Relatively High","Relatively Moderate","Relatively High","Relatively Low","Not Applicable","No Rating","No Rating"
"37537","53033024702","Relatively Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37538","53033025001","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37539","53033024903","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37540","53033025003","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","Very Low"
"37541","53033011900","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37542","53033012000","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37543","53033020700","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37544","53033021000","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37545","53033025006","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","Very Low"
"37546","53033025500","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37547","53033025803","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37548","53033025602","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37549","53033026300","Relatively Low","Relatively High","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Relatively Low","No Rating"
"37550","53033026400","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively High","Very Low","Not Applicable","Very Low","No Rating"
"37551","53033026600","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37552","53033026700","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Very Low","No Rating"
"37553","53033027100","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37554","53033021100","Relatively Low","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37555","53033021600","Relatively Low","Relatively Low","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","No Rating","No Rating"
"37556","53033021802","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37557","53033027600","Relatively Low","Relatively Moderate","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Very Low","No Rating"
"37558","53033027702","Relatively Low","Relatively Low","Relatively Moderate","Relatively High","Very Low","Not Applicable","Relatively Low","Very Low"
"37559","53033028403","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37560","53033028700","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37561","53033028902","Relatively Moderate","Relatively Moderate","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
"37562","53033021804","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37563","53033021906","Very Low","Very Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Relatively Low","No Rating"
"37564","53033029001","Relatively Low","Relatively High","Relatively Moderate","Relatively High","Very Low","Not Applicable","Relatively Low","No Rating"
"37565","53033029205","Relatively Moderate","Relatively Moderate","Relatively Moderate","Relatively Moderate","Very Low","Not Applicable","Relatively Low","No Rating"
"37566","53033029307","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","Very Low","No Rating"
"37567","53033029405","Relatively Low","Relatively Low","Relatively Moderate","No Rating","Very Low","Not Applicable","No Rating","No Rating"
